Date,AQI_Value,Main_Pollutant,Site_ID,Site_Name,Source
17-Apr-2003,43,NO2,36-061-0056,PS 59,AQS
18-Apr-2003,51,SO2,36-061-0056,PS 59,AQS
19-Apr-2003,50,NO2,36-061-0056,PS 59,AQS
20-Apr-2003,44,NO2,36-061-0056,PS 59,AQS
21-Apr-2003,57,PM2.5,36-061-0062,CANAL STREET,AQS
22-Apr-2003,50,NO2,36-061-0056,PS 59,AQS
23-Apr-2003,37,NO2,36-061-0056,PS 59,AQS
24-Apr-2003,55,NO2,36-061-0056,PS 59,AQS
25-Apr-2003,57,NO2,36-061-0056,PS 59,AQS
26-Apr-2003,46,NO2,36-061-0056,PS 59,AQS
27-Apr-2003,65,NO2,36-061-0056,PS 59,AQS
28-Apr-2003,79,NO2,36-061-0056,PS 59,AQS
29-Apr-2003,81,NO2,36-061-0056,PS 59,AQS
30-Apr-2003,41,NO2,36-061-0056,PS 59,AQS
1-May-2003,66,NO2,36-061-0056,PS 59,AQS
2-May-2003,51,NO2,36-061-0056,PS 59,AQS
3-May-2003,44,NO2,36-061-0056,PS 59,AQS
4-May-2003,50,NO2,36-061-0056,PS 59,AQS
5-May-2003,51,NO2,36-061-0056,PS 59,AQS
6-May-2003,79,PM2.5,36-061-0062,CANAL STREET,AQS
7-May-2003,69,NO2,36-061-0056,PS 59,AQS
8-May-2003,42,NO2,36-061-0056,PS 59,AQS
9-May-2003,102,PM2.5,36-061-0062,CANAL STREET,AQS
10-May-2003,63,NO2,36-061-0056,PS 59,AQS
11-May-2003,45,NO2,36-061-0056,PS 59,AQS
12-May-2003,59,PM2.5,36-061-0056,PS 59,AQS
13-May-2003,36,NO2,36-061-0056,PS 59,AQS
14-May-2003,36,NO2,36-061-0056,PS 59,AQS
15-May-2003,63,PM2.5,36-061-0062,CANAL STREET,AQS
16-May-2003,37,NO2,36-061-0056,PS 59,AQS
17-May-2003,36,NO2,36-061-0056,PS 59,AQS
18-May-2003,57,PM2.5,36-061-0062,CANAL STREET,AQS
19-May-2003,76,SO2,36-061-0056,PS 59,AQS
20-May-2003,70,NO2,36-061-0056,PS 59,AQS
21-May-2003,83,PM2.5,36-061-0062,CANAL STREET,AQS
22-May-2003,27,NO2,36-061-0056,PS 59,AQS
23-May-2003,30,NO2,36-061-0056,PS 59,AQS
24-May-2003,60,PM2.5,36-061-0062,CANAL STREET,AQS
25-May-2003,35,NO2,36-061-0056,PS 59,AQS
26-May-2003,36,NO2,36-061-0056,PS 59,AQS
27-May-2003,52,PM2.5,36-061-0062,CANAL STREET,AQS
28-May-2003,61,NO2,36-061-0056,PS 59,AQS
29-May-2003,60,NO2,36-061-0056,PS 59,AQS
30-May-2003,88,PM2.5,36-061-0062,CANAL STREET,AQS
31-May-2003,54,NO2,36-061-0056,PS 59,AQS
1-Jun-2003,34,NO2,36-061-0056,PS 59,AQS
2-Jun-2003,51,PM2.5,36-061-0062,CANAL STREET,AQS
3-Jun-2003,62,NO2,36-061-0056,PS 59,AQS
4-Jun-2003,53,NO2,36-061-0056,PS 59,AQS
5-Jun-2003,76,PM2.5,36-061-0062,CANAL STREET,AQS
6-Jun-2003,68,NO2,36-061-0056,PS 59,AQS
7-Jun-2003,66,NO2,36-061-0056,PS 59,AQS
8-Jun-2003,90,PM2.5,36-061-0062,CANAL STREET,AQS
9-Jun-2003,69,NO2,36-061-0056,PS 59,AQS
10-Jun-2003,63,NO2,36-061-0056,PS 59,AQS
11-Jun-2003,111,PM2.5,36-061-0062,CANAL STREET,AQS
12-Jun-2003,38,NO2,36-061-0056,PS 59,AQS
13-Jun-2003,37,SO2,36-061-0056,PS 59,AQS
14-Jun-2003,101,PM2.5,36-061-0062,CANAL STREET,AQS
15-Jun-2003,40,NO2,36-061-0056,PS 59,AQS
16-Jun-2003,54,SO2,36-061-0056,PS 59,AQS
17-Jun-2003,52,PM2.5,36-061-0062,CANAL STREET,AQS
18-Jun-2003,55,NO2,36-061-0056,PS 59,AQS
19-Jun-2003,55,NO2,36-061-0056,PS 59,AQS
20-Jun-2003,80,PM2.5,36-061-0062,CANAL STREET,AQS
21-Jun-2003,36,SO2,36-061-0056,PS 59,AQS
22-Jun-2003,40,NO2,36-061-0056,PS 59,AQS
23-Jun-2003,74,NO2,36-061-0056,PS 59,AQS
24-Jun-2003,71,NO2,36-061-0056,PS 59,AQS
25-Jun-2003,80,NO2,36-061-0056,PS 59,AQS
26-Jun-2003,158,PM2.5,36-061-0062,CANAL STREET,AQS
27-Jun-2003,72,NO2,36-061-0056,PS 59,AQS
28-Jun-2003,45,NO2,36-061-0056,PS 59,AQS
29-Jun-2003,78,PM2.5,36-061-0079,IS 45,AQS
30-Jun-2003,63,NO2,36-061-0056,PS 59,AQS
1-Jul-2003,76,NO2,36-061-0056,PS 59,AQS
2-Jul-2003,77,NO2,36-061-0056,PS 59,AQS
3-Jul-2003,52,NO2,36-061-0056,PS 59,AQS
4-Jul-2003,51,NO2,36-061-0056,PS 59,AQS
5-Jul-2003,104,PM2.5,36-061-0056,PS 59,AQS
6-Jul-2003,51,NO2,36-061-0056,PS 59,AQS
7-Jul-2003,85,NO2,36-061-0056,PS 59,AQS
8-Jul-2003,109,PM2.5,36-061-0062,CANAL STREET,AQS
9-Jul-2003,64,NO2,36-061-0056,PS 59,AQS
10-Jul-2003,41,NO2,36-061-0056,PS 59,AQS
11-Jul-2003,75,PM2.5,36-061-0062,CANAL STREET,AQS
12-Jul-2003,36,NO2,36-061-0056,PS 59,AQS
13-Jul-2003,57,NO2,36-061-0056,PS 59,AQS
14-Jul-2003,74,PM2.5,36-061-0062,CANAL STREET,AQS
15-Jul-2003,67,NO2,36-061-0056,PS 59,AQS
16-Jul-2003,72,NO2,36-061-0056,PS 59,AQS
17-Jul-2003,56,PM2.5,36-061-0062,CANAL STREET,AQS
18-Jul-2003,73,NO2,36-061-0056,PS 59,AQS
19-Jul-2003,70,NO2,36-061-0056,PS 59,AQS
20-Jul-2003,77,PM2.5,36-061-0062,CANAL STREET,AQS
21-Jul-2003,66,NO2,36-061-0056,PS 59,AQS
22-Jul-2003,67,NO2,36-061-0056,PS 59,AQS
23-Jul-2003,80,PM2.5,36-061-0062,CANAL STREET,AQS
24-Jul-2003,27,NO2,36-061-0056,PS 59,AQS
25-Jul-2003,55,NO2,36-061-0056,PS 59,AQS
26-Jul-2003,97,PM2.5,36-061-0062,CANAL STREET,AQS
27-Jul-2003,40,NO2,36-061-0056,PS 59,AQS
28-Jul-2003,37,NO2,36-061-0056,PS 59,AQS
29-Jul-2003,51,PM2.5,36-061-0062,CANAL STREET,AQS
30-Jul-2003,38,NO2,36-061-0056,PS 59,AQS
31-Jul-2003,43,SO2,36-061-0056,PS 59,AQS
1-Aug-2003,72,PM2.5,36-061-0062,CANAL STREET,AQS
2-Aug-2003,42,NO2,36-061-0056,PS 59,AQS
3-Aug-2003,25,NO2,36-061-0056,PS 59,AQS
4-Aug-2003,51,PM2.5,36-061-0062,CANAL STREET,AQS
5-Aug-2003,35,NO2,36-061-0056,PS 59,AQS
6-Aug-2003,24,PM10,36-061-0125,PARK ROW,AQS
7-Aug-2003,83,PM2.5,36-061-0062,CANAL STREET,AQS
8-Aug-2003,20,PM10,36-061-0125,PARK ROW,AQS
9-Aug-2003,31,NO2,36-061-0056,PS 59,AQS
10-Aug-2003,53,PM2.5,36-061-0062,CANAL STREET,AQS
11-Aug-2003,15,PM10,36-061-0125,PARK ROW,AQS
12-Aug-2003,25,PM10,36-061-0125,PARK ROW,AQS
13-Aug-2003,152,PM2.5,36-061-0062,CANAL STREET,AQS
14-Aug-2003,14,CO,36-061-0092,34TH STREET,AQS
15-Aug-2003,25,PM10,36-061-0125,PARK ROW,AQS
16-Aug-2003,117,PM2.5,36-061-0062,CANAL STREET,AQS
17-Aug-2003,24,PM10,36-061-0125,PARK ROW,AQS
18-Aug-2003,18,PM10,36-061-0125,PARK ROW,AQS
19-Aug-2003,76,PM2.5,36-061-0062,CANAL STREET,AQS
20-Aug-2003,40,PM10,36-061-0125,PARK ROW,AQS
21-Aug-2003,51,PM10,36-061-0125,PARK ROW,AQS
22-Aug-2003,153,PM2.5,36-061-0062,CANAL STREET,AQS
23-Aug-2003,15,PM10,36-061-0125,PARK ROW,AQS
24-Aug-2003,11,PM10,36-061-0125,PARK ROW,AQS
25-Aug-2003,91,PM2.5,36-061-0062,CANAL STREET,AQS
26-Aug-2003,43,PM10,36-061-0125,PARK ROW,AQS
27-Aug-2003,41,PM10,36-061-0125,PARK ROW,AQS
28-Aug-2003,63,PM2.5,36-061-0062,CANAL STREET,AQS
29-Aug-2003,36,PM10,36-061-0125,PARK ROW,AQS
30-Aug-2003,29,PM10,36-061-0125,PARK ROW,AQS
31-Aug-2003,41,PM2.5,36-061-0062,CANAL STREET,AQS
1-Sep-2003,14,PM10,36-061-0125,PARK ROW,AQS
2-Sep-2003,10,PM10,36-061-0125,PARK ROW,AQS
3-Sep-2003,57,PM2.5,36-061-0062,CANAL STREET,AQS
4-Sep-2003,28,PM10,36-061-0125,PARK ROW,AQS
5-Sep-2003,18,PM10,36-061-0125,PARK ROW,AQS
6-Sep-2003,58,PM2.5,36-061-0062,CANAL STREET,AQS
7-Sep-2003,19,PM10,36-061-0125,PARK ROW,AQS
8-Sep-2003,26,PM10,36-061-0125,PARK ROW,AQS
9-Sep-2003,38,PM2.5,36-061-0062,CANAL STREET,AQS
10-Sep-2003,24,PM10,36-061-0125,PARK ROW,AQS
11-Sep-2003,24,PM10,36-061-0125,PARK ROW,AQS
12-Sep-2003,38,PM2.5,36-061-0062,CANAL STREET,AQS
13-Sep-2003,25,PM10,36-061-0125,PARK ROW,AQS
14-Sep-2003,16,CO,36-061-0092,34TH STREET,AQS
15-Sep-2003,34,PM2.5,36-061-0062,CANAL STREET,AQS
16-Sep-2003,17,PM10,36-061-0125,PARK ROW,AQS
17-Sep-2003,21,PM10,36-061-0125,PARK ROW,AQS
18-Sep-2003,45,PM2.5,36-061-0062,CANAL STREET,AQS
19-Sep-2003,32,PM10,36-061-0125,PARK ROW,AQS
20-Sep-2003,37,PM10,36-061-0125,PARK ROW,AQS
21-Sep-2003,55,PM2.5,36-061-0062,CANAL STREET,AQS
22-Sep-2003,22,PM10,36-061-0125,PARK ROW,AQS
23-Sep-2003,24,PM10,36-061-0125,PARK ROW,AQS
24-Sep-2003,56,PM2.5,36-061-0062,CANAL STREET,AQS
25-Sep-2003,29,PM10,36-061-0125,PARK ROW,AQS
26-Sep-2003,31,PM10,36-061-0125,PARK ROW,AQS
27-Sep-2003,40,PM2.5,36-061-0062,CANAL STREET,AQS
28-Sep-2003,11,CO,36-061-0092,34TH STREET,AQS
29-Sep-2003,19,PM10,36-061-0125,PARK ROW,AQS
30-Sep-2003,52,PM2.5,36-061-0062,CANAL STREET,AQS
1-Oct-2003,24,PM10,36-061-0125,PARK ROW,AQS
2-Oct-2003,24,PM10,36-061-0125,PARK ROW,AQS
3-Oct-2003,37,PM2.5,36-061-0062,CANAL STREET,AQS
4-Oct-2003,23,PM10,36-061-0125,PARK ROW,AQS
5-Oct-2003,12,PM10,36-061-0125,PARK ROW,AQS
6-Oct-2003,51,PM2.5,36-061-0062,CANAL STREET,AQS
7-Oct-2003,31,PM10,36-061-0125,PARK ROW,AQS
8-Oct-2003,44,PM10,36-061-0125,PARK ROW,AQS
9-Oct-2003,167,PM2.5,36-061-0062,CANAL STREET,AQS
10-Oct-2003,44,PM10,36-061-0125,PARK ROW,AQS
11-Oct-2003,29,PM10,36-061-0125,PARK ROW,AQS
12-Oct-2003,62,PM2.5,36-061-0062,CANAL STREET,AQS
13-Oct-2003,19,PM10,36-061-0125,PARK ROW,AQS
14-Oct-2003,20,CO,36-061-0092,34TH STREET,AQS
15-Oct-2003,25,PM2.5,36-061-0062,CANAL STREET,AQS
16-Oct-2003,23,PM10,36-061-0125,PARK ROW,AQS
17-Oct-2003,26,PM10,36-061-0125,PARK ROW,AQS
18-Oct-2003,53,PM2.5,36-061-0062,CANAL STREET,AQS
19-Oct-2003,19,PM10,36-061-0125,PARK ROW,AQS
20-Oct-2003,24,PM10,36-061-0125,PARK ROW,AQS
21-Oct-2003,79,PM2.5,36-061-0062,CANAL STREET,AQS
22-Oct-2003,9,PM10,36-061-0125,PARK ROW,AQS
23-Oct-2003,17,PM10,36-061-0125,PARK ROW,AQS
24-Oct-2003,44,PM2.5,36-061-0062,CANAL STREET,AQS
25-Oct-2003,25,PM10,36-061-0125,PARK ROW,AQS
26-Oct-2003,21,PM10,36-061-0125,PARK ROW,AQS
27-Oct-2003,53,PM2.5,36-061-0056,PS 59,AQS
28-Oct-2003,17,PM10,36-061-0125,PARK ROW,AQS
29-Oct-2003,11,PM10,36-061-0125,PARK ROW,AQS
30-Oct-2003,63,PM2.5,36-061-0062,CANAL STREET,AQS
31-Oct-2003,26,PM10,36-061-0125,PARK ROW,AQS
1-Nov-2003,17,CO,36-061-0092,34TH STREET,AQS
2-Nov-2003,84,PM2.5,36-061-0062,CANAL STREET,AQS
3-Nov-2003,22,CO,36-061-0092,34TH STREET,AQS
4-Nov-2003,17,CO,36-061-0092,34TH STREET,AQS
5-Nov-2003,80,PM2.5,36-061-0062,CANAL STREET,AQS
6-Nov-2003,24,CO,36-061-0092,34TH STREET,AQS
7-Nov-2003,15,CO,36-061-0092,34TH STREET,AQS
8-Nov-2003,36,PM2.5,36-061-0056,PS 59,AQS
9-Nov-2003,14,CO,36-061-0092,34TH STREET,AQS
10-Nov-2003,16,CO,36-061-0092,34TH STREET,AQS
11-Nov-2003,81,PM2.5,36-061-0062,CANAL STREET,AQS
12-Nov-2003,25,CO,36-061-0092,34TH STREET,AQS
13-Nov-2003,20,CO,36-061-0092,34TH STREET,AQS
14-Nov-2003,43,PM2.5,36-061-0062,CANAL STREET,AQS
15-Nov-2003,10,CO,36-061-0092,34TH STREET,AQS
16-Nov-2003,18,CO,36-061-0092,34TH STREET,AQS
17-Nov-2003,126,PM2.5,36-061-0062,CANAL STREET,AQS
18-Nov-2003,80,PM2.5,36-061-0062,CANAL STREET,AQS
19-Nov-2003,15,CO,36-061-0092,34TH STREET,AQS
20-Nov-2003,35,PM2.5,36-061-0056,PS 59,AQS
21-Nov-2003,14,CO,36-061-0092,34TH STREET,AQS
22-Nov-2003,27,CO,36-061-0092,34TH STREET,AQS
23-Nov-2003,88,PM2.5,36-061-0062,CANAL STREET,AQS
24-Nov-2003,18,CO,36-061-0092,34TH STREET,AQS
25-Nov-2003,15,CO,36-061-0092,34TH STREET,AQS
26-Nov-2003,103,PM2.5,36-061-0062,CANAL STREET,AQS
27-Nov-2003,23,CO,36-061-0092,34TH STREET,AQS
28-Nov-2003,16,CO,36-061-0092,34TH STREET,AQS
29-Nov-2003,33,PM2.5,36-061-0056,PS 59,AQS
30-Nov-2003,11,CO,36-061-0092,34TH STREET,AQS
1-Dec-2003,11,CO,36-061-0092,34TH STREET,AQS
2-Dec-2003,40,PM2.5,36-061-0062,CANAL STREET,AQS
3-Dec-2003,11,CO,36-061-0092,34TH STREET,AQS
4-Dec-2003,15,CO,36-061-0092,34TH STREET,AQS
5-Dec-2003,94,PM2.5,36-061-0062,CANAL STREET,AQS
6-Dec-2003,8,CO,36-061-0092,34TH STREET,AQS
7-Dec-2003,6,CO,36-061-0092,34TH STREET,AQS
8-Dec-2003,72,PM2.5,36-061-0062,CANAL STREET,AQS
9-Dec-2003,20,CO,36-061-0092,34TH STREET,AQS
10-Dec-2003,20,CO,36-061-0092,34TH STREET,AQS
11-Dec-2003,43,PM2.5,36-061-0062,CANAL STREET,AQS
12-Dec-2003,9,CO,36-061-0092,34TH STREET,AQS
13-Dec-2003,8,CO,36-061-0092,34TH STREET,AQS
14-Dec-2003,35,PM2.5,36-061-0062,CANAL STREET,AQS
15-Dec-2003,8,CO,36-061-0092,34TH STREET,AQS
16-Dec-2003,14,CO,36-061-0092,34TH STREET,AQS
17-Dec-2003,56,PM2.5,36-061-0056,PS 59,AQS
18-Dec-2003,10,CO,36-061-0092,34TH STREET,AQS
19-Dec-2003,13,CO,36-061-0092,34TH STREET,AQS
20-Dec-2003,51,PM2.5,36-061-0062,CANAL STREET,AQS
21-Dec-2003,11,CO,36-061-0092,34TH STREET,AQS
22-Dec-2003,18,CO,36-061-0092,34TH STREET,AQS
23-Dec-2003,74,PM2.5,36-061-0056,PS 59,AQS
24-Dec-2003,17,CO,36-061-0092,34TH STREET,AQS
25-Dec-2003,10,CO,36-061-0092,34TH STREET,AQS
26-Dec-2003,48,PM2.5,36-061-0056,PS 59,AQS
27-Dec-2003,9,CO,36-061-0092,34TH STREET,AQS
28-Dec-2003,19,CO,36-061-0092,34TH STREET,AQS
29-Dec-2003,91,PM2.5,36-061-0128,PS 19,AQS
30-Dec-2003,16,CO,36-061-0092,34TH STREET,AQS
31-Dec-2003,14,CO,36-061-0092,34TH STREET,AQS
1-Jan-2004,44,PM2.5,36-061-0128,PS 19,AQS
2-Jan-2004,15,CO,36-061-0092,34TH STREET,AQS
3-Jan-2004,17,CO,36-061-0092,34TH STREET,AQS
4-Jan-2004,68,PM2.5,36-061-0128,PS 19,AQS
5-Jan-2004,18,CO,36-061-0092,34TH STREET,AQS
6-Jan-2004,17,CO,36-061-0092,34TH STREET,AQS
7-Jan-2004,53,PM2.5,36-061-0056,PS 59,AQS
8-Jan-2004,17,CO,36-061-0092,34TH STREET,AQS
9-Jan-2004,16,CO,36-061-0092,34TH STREET,AQS
10-Jan-2004,51,PM2.5,36-061-0056,PS 59,AQS
11-Jan-2004,11,CO,36-061-0092,34TH STREET,AQS
12-Jan-2004,15,CO,36-061-0092,34TH STREET,AQS
13-Jan-2004,73,PM2.5,36-061-0062,CANAL STREET,AQS
14-Jan-2004,11,CO,36-061-0092,34TH STREET,AQS
15-Jan-2004,10,CO,36-061-0092,34TH STREET,AQS
16-Jan-2004,45,PM2.5,36-061-0056,PS 59,AQS
17-Jan-2004,10,CO,36-061-0092,34TH STREET,AQS
18-Jan-2004,13,CO,36-061-0092,34TH STREET,AQS
19-Jan-2004,44,PM2.5,36-061-0062,CANAL STREET,AQS
20-Jan-2004,9,CO,36-061-0092,34TH STREET,AQS
21-Jan-2004,9,CO,36-061-0092,34TH STREET,AQS
22-Jan-2004,81,PM2.5,36-061-0056,PS 59,AQS
23-Jan-2004,10,CO,36-061-0092,34TH STREET,AQS
24-Jan-2004,10,CO,36-061-0092,34TH STREET,AQS
25-Jan-2004,39,PM2.5,36-061-0128,PS 19,AQS
26-Jan-2004,10,CO,36-061-0092,34TH STREET,AQS
27-Jan-2004,10,CO,36-061-0092,34TH STREET,AQS
28-Jan-2004,64,PM2.5,36-061-0056,PS 59,AQS
29-Jan-2004,13,CO,36-061-0092,34TH STREET,AQS
30-Jan-2004,13,CO,36-061-0092,34TH STREET,AQS
31-Jan-2004,62,PM2.5,36-061-0056,PS 59,AQS
1-Feb-2004,13,CO,36-061-0092,34TH STREET,AQS
2-Feb-2004,22,CO,36-061-0092,34TH STREET,AQS
3-Feb-2004,75,PM2.5,36-061-0128,PS 19,AQS
4-Feb-2004,15,CO,36-061-0092,34TH STREET,AQS
5-Feb-2004,17,CO,36-061-0092,34TH STREET,AQS
6-Feb-2004,80,PM2.5,36-061-0128,PS 19,AQS
7-Feb-2004,25,CO,36-061-0092,34TH STREET,AQS
8-Feb-2004,11,CO,36-061-0092,34TH STREET,AQS
9-Feb-2004,74,PM2.5,36-061-0079,IS 45,AQS
10-Feb-2004,14,CO,36-061-0092,34TH STREET,AQS
11-Feb-2004,13,CO,36-061-0092,34TH STREET,AQS
12-Feb-2004,81,PM2.5,36-061-0056,PS 59,AQS
13-Feb-2004,13,CO,36-061-0092,34TH STREET,AQS
14-Feb-2004,9,CO,36-061-0092,34TH STREET,AQS
15-Feb-2004,46,PM2.5,36-061-0062,CANAL STREET,AQS
16-Feb-2004,8,CO,36-061-0092,34TH STREET,AQS
17-Feb-2004,10,CO,36-061-0092,34TH STREET,AQS
18-Feb-2004,62,PM2.5,36-061-0062,CANAL STREET,AQS
19-Feb-2004,13,CO,36-061-0092,34TH STREET,AQS
20-Feb-2004,14,CO,36-061-0092,34TH STREET,AQS
21-Feb-2004,70,PM2.5,36-061-0056,PS 59,AQS
22-Feb-2004,9,CO,36-061-0092,34TH STREET,AQS
23-Feb-2004,10,CO,36-061-0092,34TH STREET,AQS
24-Feb-2004,64,PM2.5,36-061-0128,PS 19,AQS
25-Feb-2004,10,CO,36-061-0092,34TH STREET,AQS
26-Feb-2004,11,CO,36-061-0092,34TH STREET,AQS
27-Feb-2004,40,PM2.5,36-061-0128,PS 19,AQS
28-Feb-2004,10,CO,36-061-0092,34TH STREET,AQS
29-Feb-2004,8,CO,36-061-0092,34TH STREET,AQS
1-Mar-2004,92,PM2.5,36-061-0062,CANAL STREET,AQS
2-Mar-2004,70,PM2.5,36-061-0062,CANAL STREET,AQS
3-Mar-2004,10,CO,36-061-0092,34TH STREET,AQS
4-Mar-2004,105,PM2.5,36-061-0062,CANAL STREET,AQS
5-Mar-2004,19,CO,36-061-0092,34TH STREET,AQS
6-Mar-2004,22,CO,36-061-0092,34TH STREET,AQS
7-Mar-2004,43,PM2.5,36-061-0062,CANAL STREET,AQS
8-Mar-2004,11,CO,36-061-0092,34TH STREET,AQS
9-Mar-2004,14,CO,36-061-0092,34TH STREET,AQS
10-Mar-2004,62,PM2.5,36-061-0128,PS 19,AQS
11-Mar-2004,26,SO2,36-061-0056,PS 59,AQS
12-Mar-2004,47,SO2,36-061-0056,PS 59,AQS
13-Mar-2004,35,PM2.5,36-061-0056,PS 59,AQS
14-Mar-2004,43,SO2,36-061-0056,PS 59,AQS
15-Mar-2004,69,SO2,36-061-0056,PS 59,AQS
16-Mar-2004,53,PM2.5,36-061-0128,PS 19,AQS
17-Mar-2004,37,SO2,36-061-0056,PS 59,AQS
18-Mar-2004,51,SO2,36-061-0056,PS 59,AQS
19-Mar-2004,75,PM2.5,36-061-0128,PS 19,AQS
20-Mar-2004,55,SO2,36-061-0056,PS 59,AQS
21-Mar-2004,37,SO2,36-061-0056,PS 59,AQS
22-Mar-2004,31,PM2.5,36-061-0056,PS 59,AQS
23-Mar-2004,54,SO2,36-061-0056,PS 59,AQS
24-Mar-2004,47,SO2,36-061-0056,PS 59,AQS
25-Mar-2004,74,PM2.5,36-061-0056,PS 59,AQS
26-Mar-2004,55,SO2,36-061-0056,PS 59,AQS
27-Mar-2004,34,SO2,36-061-0056,PS 59,AQS
28-Mar-2004,30,PM2.5,36-061-0062,CANAL STREET,AQS
29-Mar-2004,55,SO2,36-061-0056,PS 59,AQS
30-Mar-2004,47,SO2,36-061-0056,PS 59,AQS
31-Mar-2004,56,PM2.5,36-061-0062,CANAL STREET,AQS
1-Apr-2004,44,SO2,36-061-0056,PS 59,AQS
2-Apr-2004,37,SO2,36-061-0056,PS 59,AQS
3-Apr-2004,60,PM2.5,36-061-0128,PS 19,AQS
4-Apr-2004,59,SO2,36-061-0056,PS 59,AQS
5-Apr-2004,17,SO2,36-061-0056,PS 59,AQS
6-Apr-2004,30,PM2.5,36-061-0056,PS 59,AQS
7-Apr-2004,56,SO2,36-061-0056,PS 59,AQS
8-Apr-2004,59,SO2,36-061-0056,PS 59,AQS
9-Apr-2004,63,PM2.5,36-061-0062,CANAL STREET,AQS
10-Apr-2004,24,SO2,36-061-0056,PS 59,AQS
11-Apr-2004,34,SO2,36-061-0056,PS 59,AQS
12-Apr-2004,73,PM2.5,36-061-0056,PS 59,AQS
13-Apr-2004,39,SO2,36-061-0056,PS 59,AQS
14-Apr-2004,39,SO2,36-061-0056,PS 59,AQS
15-Apr-2004,32,PM2.5,36-061-0056,PS 59,AQS
16-Apr-2004,23,SO2,36-061-0056,PS 59,AQS
17-Apr-2004,30,SO2,36-061-0056,PS 59,AQS
18-Apr-2004,79,PM2.5,36-061-0056,PS 59,AQS
19-Apr-2004,33,SO2,36-061-0056,PS 59,AQS
20-Apr-2004,13,SO2,36-061-0056,PS 59,AQS
21-Apr-2004,45,PM2.5,36-061-0062,CANAL STREET,AQS
22-Apr-2004,34,SO2,36-061-0056,PS 59,AQS
23-Apr-2004,27,SO2,36-061-0056,PS 59,AQS
24-Apr-2004,36,PM2.5,36-061-0062,CANAL STREET,AQS
25-Apr-2004,17,SO2,36-061-0056,PS 59,AQS
26-Apr-2004,30,SO2,36-061-0056,PS 59,AQS
27-Apr-2004,54,PM2.5,36-061-0062,CANAL STREET,AQS
28-Apr-2004,19,SO2,36-061-0056,PS 59,AQS
29-Apr-2004,24,SO2,36-061-0056,PS 59,AQS
30-Apr-2004,58,PM2.5,36-061-0056,PS 59,AQS
1-May-2004,19,SO2,36-061-0056,PS 59,AQS
2-May-2004,16,CO,36-061-0092,34TH STREET,AQS
3-May-2004,31,PM2.5,36-061-0056,PS 59,AQS
4-May-2004,20,SO2,36-061-0056,PS 59,AQS
5-May-2004,33,SO2,36-061-0056,PS 59,AQS
6-May-2004,55,PM2.5,36-061-0056,PS 59,AQS
7-May-2004,29,SO2,36-061-0056,PS 59,AQS
8-May-2004,11,SO2,36-061-0056,PS 59,AQS
9-May-2004,55,PM2.5,36-061-0062,CANAL STREET,AQS
10-May-2004,20,SO2,36-061-0056,PS 59,AQS
11-May-2004,27,SO2,36-061-0056,PS 59,AQS
12-May-2004,131,PM2.5,36-061-0056,PS 59,AQS
13-May-2004,98,NO2,36-061-0056,PS 59,AQS
14-May-2004,48,NO2,36-061-0056,PS 59,AQS
15-May-2004,78,PM2.5,36-061-0062,CANAL STREET,AQS
16-May-2004,34,NO2,36-061-0056,PS 59,AQS
17-May-2004,40,NO2,36-061-0056,PS 59,AQS
18-May-2004,80,PM2.5,36-061-0062,CANAL STREET,AQS
19-May-2004,45,NO2,36-061-0056,PS 59,AQS
20-May-2004,46,NO2,36-061-0056,PS 59,AQS
21-May-2004,83,PM2.5,36-061-0056,PS 59,AQS
22-May-2004,51,NO2,36-061-0056,PS 59,AQS
23-May-2004,73,NO2,36-061-0056,PS 59,AQS
24-May-2004,103,PM2.5,36-061-0062,CANAL STREET,AQS
25-May-2004,41,NO2,36-061-0056,PS 59,AQS
26-May-2004,47,NO2,36-061-0056,PS 59,AQS
27-May-2004,54,PM2.5,36-061-0056,PS 59,AQS
28-May-2004,63,NO2,36-061-0056,PS 59,AQS
29-May-2004,34,NO2,36-061-0056,PS 59,AQS
30-May-2004,61,NO2,36-061-0056,PS 59,AQS
31-May-2004,47,NO2,36-061-0056,PS 59,AQS
1-Jun-2004,57,NO2,36-061-0056,PS 59,AQS
2-Jun-2004,62,SO2,36-061-0056,PS 59,AQS
3-Jun-2004,43,NO2,36-061-0056,PS 59,AQS
4-Jun-2004,44,NO2,36-061-0056,PS 59,AQS
5-Jun-2004,46,NO2,36-061-0056,PS 59,AQS
6-Jun-2004,31,NO2,36-061-0056,PS 59,AQS
7-Jun-2004,74,NO2,36-061-0056,PS 59,AQS
8-Jun-2004,117,PM2.5,36-061-0079,IS 45,AQS
9-Jun-2004,77,NO2,36-061-0056,PS 59,AQS
10-Jun-2004,51,NO2,36-061-0056,PS 59,AQS
11-Jun-2004,48,NO2,36-061-0056,PS 59,AQS
12-Jun-2004,46,NO2,36-061-0056,PS 59,AQS
13-Jun-2004,30,NO2,36-061-0056,PS 59,AQS
14-Jun-2004,66,PM2.5,36-061-0079,IS 45,AQS
15-Jun-2004,63,NO2,36-061-0056,PS 59,AQS
16-Jun-2004,76,NO2,36-061-0056,PS 59,AQS
17-Jun-2004,88,PM2.5,36-061-0056,PS 59,AQS
18-Jun-2004,79,NO2,36-061-0056,PS 59,AQS
19-Jun-2004,40,NO2,36-061-0056,PS 59,AQS
20-Jun-2004,28,NO2,36-061-0056,PS 59,AQS
